Date,Close,Open,High,Low,Volume
2020-01-10,15052.90,14829.90,15164.40,14774.20,30120000
2020-01-12,19847.60,19457.30,19847.60,19262.20,38260000
2020-01-13,11094.80,11071.90,11163.40,11026.20,9390000
2020-01-14,11438.00,11094.80,11460.80,11071.90,20140000
2020-01-15,11506.60,11460.80,11598.10,11392.20,12390000
2020-01-16,11575.20,11438.00,11598.10,11415.10,14440000
2020-01-17,11438.00,11575.20,11735.30,11392.20,13330000
2020-01-20,11666.70,11438.00,11666.70,11300.70,12030000
2020-01-21,11826.90,11781.10,11895.50,11689.60,12450000
2020-01-22,12032.70,11826.90,12078.50,11826.90,18790000
2020-01-30,11575.20,11689.60,11849.70,11415.10,27440000
2020-01-31,11026.20,11438.00,11575.20,11026.20,23160000
2020-02-01,10980.40,10751.70,10980.40,10683.10,8910000
2020-02-03,10202.70,10156.90,10294.20,10156.90,8330000
2020-02-06,12375.90,12719.00,12719.00,12330.10,2420000
2020-02-07,12627.50,12581.80,12696.10,12536.00,27380000
2020-02-10,14885.70,15080.80,15192.30,14495.40,35470000
2020-02-11,17060.00,17032.10,17115.70,16920.60,18230000
2020-02-12,19680.30,19847.60,19875.40,19568.80,2570000
2020-02-13,10843.20,10866.10,10934.70,10797.40,11080000
2020-02-14,10843.20,10797.40,10866.10,10683.10,10640000
2020-02-17,10866.10,10843.20,10911.80,10797.40,5720000
2020-02-18,10660.20,10911.80,10911.80,10660.20,1570000
2020-02-19,10637.30,10660.20,10728.80,10568.70,11540000
2020-02-20,10866.10,10728.80,10866.10,10637.30,110000
2020-02-21,10774.60,10866.10,10888.90,10751.70,9510000
2020-02-24,10385.70,10408.50,10591.60,10385.70,27250000
2020-02-25,10568.70,10339.90,10568.70,10339.90,11170000
2020-02-26,10408.50,10408.50,10522.90,10385.70,9480000
2020-02-27,10500.00,10385.70,10545.80,10385.70,6990000
2020-02-28,10225.50,10317.00,10431.40,10179.80,13870000
2020-03-01,11049.10,11071.90,11140.60,11003.30,16490000
2020-03-02,11232.10,10660.20,11346.50,10385.70,25440000
2020-03-03,10202.70,10431.40,10431.40,10202.70,9290000
2020-03-04,8075.20,7892.20,8098.10,7869.30,1370000
2020-03-06,12330.10,12375.90,12444.50,12170.00,25310000
2020-03-07,12581.80,12673.30,12696.10,12536.00,17080000
2020-03-08,12767.10,12098.10,12822.90,12098.10,29650000
2020-03-09,13937.90,13937.90,14049.40,13882.10,25540000
2020-03-11,17115.70,17283.00,17450.30,17032.10,30750000
2020-03-12,20544.50,19819.70,20544.50,19680.30,39510000
2020-03-13,8715.70,8258.20,9013.10,8212.50,27030000
2020-03-16,8738.60,8784.40,9081.70,8670.00,19550000
2020-03-17,8784.40,8509.80,8830.10,8509.80,12750000
2020-03-18,9013.10,8875.90,9196.10,8853.00,2190000
2020-03-19,8761.50,8875.90,8921.60,8647.10,16370000
2020-03-20,8509.80,8807.20,8830.10,8509.80,28220000
2020-03-23,7915.10,7960.80,8235.30,7915.10,27270000
2020-03-24,7823.60,7777.80,7937.90,7617.70,29130000
2020-03-25,8143.80,8166.70,8166.70,7960.80,16340000
2020-03-26,7754.90,8029.40,8052.30,7732.10,17930000
2020-03-27,7411.80,7732.10,7777.80,7228.80,28310000
2020-03-30,7480.40,7000.00,7640.60,6977.20,22890000
2020-03-31,7709.20,7480.40,7937.90,6977.20,23510000
2020-04-02,11255.00,11277.80,11346.50,11026.20,17030000
2020-04-03,10225.50,10248.40,10339.90,10225.50,620000
2020-04-05,9607.90,9836.60,9859.50,9607.90,10180000
2020-04-06,12170.00,12353.00,12536.00,12170.00,28410000
2020-04-08,12822.90,12934.40,12990.10,12711.40,19460000
2020-04-09,13910.00,13742.80,13993.70,13742.80,33030000
2020-04-11,17087.90,17115.70,17283.00,16920.60,3210000
2020-04-12,20600.20,20656.00,20767.50,20460.80,31180000
2020-04-13,8853.00,8601.30,8921.60,8555.60,19040000
2020-04-14,9127.50,8830.10,9127.50,8784.40,18420000
2020-04-15,9196.10,9150.40,9287.60,9127.50,12550000
2020-04-16,9264.70,9127.50,9333.40,9036.00,14040000
2020-04-17,9470.60,9264.70,9516.40,9241.90,18570000
2020-04-20,9699.40,9607.90,9836.60,9402.00,19840000
2020-04-21,9241.90,9493.50,9722.30,9219.00,25130000
2020-04-22,9516.40,9379.10,9745.10,9287.60,23250000
2020-04-23,9882.40,9745.10,10042.50,9745.10,17580000
2020-04-24,10111.20,9928.10,10156.90,9745.10,17480000
2020-04-27,10042.50,10179.80,10339.90,9996.80,13980000
2020-04-28,9790.90,10065.40,10111.20,9722.30,16190000
2020-04-29,9836.60,9790.90,9928.10,9607.90,15680000
2020-05-02,11186.30,11369.30,11438.00,11071.90,14610000
2020-05-03,10225.50,10339.90,10362.80,10225.50,5460000
2020-05-05,9790.90,9790.90,9905.30,9745.10,12410000
2020-05-06,12375.90,12124.20,12490.30,11987.00,2850000
2020-05-08,13436.10,12822.90,13575.50,12767.10,45480000
2020-05-10,15248.10,14969.30,15275.90,14969.30,22450000
2020-05-11,16864.90,17087.90,17143.60,16864.90,20360000
2020-05-13,11026.20,10728.80,11071.90,10660.20,20230000
2020-05-14,10957.60,10888.90,11026.20,10843.20,13730000
2020-05-15,10751.70,10957.60,11003.30,10705.90,1670000
2020-05-18,11483.70,11186.30,11483.70,10980.40,28410000
2020-05-19,11964.10,12078.50,12284.40,11918.40,39680000
2020-05-20,12101.40,11895.50,12170.00,11735.30,2440000
2020-05-21,12124.20,12055.60,12147.10,11941.20,23620000
2020-05-22,12467.40,12055.60,12558.90,12009.90,34230000
2020-05-25,12490.30,12581.80,12719.00,12421.60,23520000
2020-05-26,12993.50,12513.10,12993.50,12490.30,24230000
2020-05-27,12444.50,13085.00,13085.00,12444.50,41650000
2020-05-28,12444.50,12581.80,12627.50,12307.20,30510000
2020-05-29,12536.00,12490.30,12673.30,12353.00,26490000
2020-06-01,10980.40,10980.40,11094.80,10911.80,11310000
2020-06-02,11529.50,11140.60,11529.50,11117.70,1940000
2020-06-03,10248.40,10225.50,10271.30,10179.80,6390000
2020-06-04,8624.20,8304.00,8624.20,8189.60,2150000
2020-06-05,10156.90,9859.50,10156.90,9836.60,16050000
2020-06-07,12627.50,12673.30,12696.10,12558.90,20560000
2020-06-08,13408.30,13436.10,13603.40,13268.90,24120000
2020-06-10,15749.80,15303.80,15749.80,15164.40,41440000
2020-06-11,16948.50,16892.70,17115.70,16837.00,23540000
2020-06-15,11621.00,12032.70,12124.20,11598.10,23870000
2020-06-16,11987.00,11895.50,12078.50,11735.30,19010000
2020-06-17,12009.90,11987.00,12101.40,11849.70,14880000
2020-06-18,12261.50,11872.60,12284.40,11826.90,19070000
2020-06-19,12513.10,12353.00,12513.10,12353.00,22180000
2020-06-22,12490.30,12536.00,12719.00,12330.10,20490000
2020-06-23,12353.00,12490.30,12673.30,12238.60,23970000
2020-06-24,12353.00,12353.00,12513.10,12261.50,13720000
2020-06-25,12490.30,12215.70,12719.00,12147.10,51410000
2020-06-26,12444.50,12536.00,12627.50,12353.00,19720000
2020-06-29,12192.90,12307.20,12353.00,12009.90,26070000
2020-06-30,12261.50,12261.50,12536.00,12147.10,31220000
2020-07-01,10843.20,11026.20,11071.90,10797.40,10260000
2020-07-02,11140.60,11529.50,11575.20,11071.90,1710000
2020-07-04,8692.80,8715.70,8738.60,8349.70,16120000
2020-07-05,10797.40,10202.70,10797.40,10202.70,31030000
2020-07-07,12970.60,12696.10,13222.30,12673.30,59070000
2020-07-08,13491.90,13380.40,13547.60,13352.50,21350000
2020-07-09,13659.10,13937.90,13993.70,13659.10,25160000
2020-07-10,15498.90,15666.20,15777.70,15498.90,25890000
2020-07-12,21297.10,20656.00,21408.60,20544.50,42820000
2020-07-13,12650.40,12604.60,12741.90,12467.40,30960000
2020-07-14,12764.80,12558.90,12787.60,12536.00,12120000
2020-07-15,12833.40,12902.00,12993.50,12833.40,13820000
2020-07-16,13085.00,12902.00,13222.30,12787.60,37730000
2020-07-17,13062.20,13130.80,13153.70,13062.20,14240000
2020-07-20,12810.50,13039.30,13130.80,12810.50,24440000
2020-07-21,12856.30,12856.30,12924.90,12719.00,24690000
2020-07-22,12856.30,12947.80,12993.50,12787.60,15710000
2020-07-23,12902.00,12856.30,12902.00,12673.30,21430000
2020-07-24,12284.40,12810.50,12833.40,12032.70,44830000
2020-07-27,11872.60,11918.40,12421.60,11804.00,38730000
2020-07-28,12513.10,12124.20,12581.80,11987.00,29740000
2020-07-29,12126.00,12432.60,12711.40,11791.50,32550000
2020-07-30,12321.10,12209.60,12432.60,12181.70,19930000
2020-07-31,12098.10,11958.70,12293.20,11958.70,13440000
2020-08-01,10728.80,10751.70,10820.30,10591.60,13520000
2020-08-04,8555.60,8418.30,8601.30,8372.60,10750000
2020-08-05,10705.90,10888.90,11049.10,10705.90,26290000
2020-08-06,12673.30,12581.80,12856.30,12490.30,36110000
2020-08-07,12833.40,12879.10,13016.40,12764.80,19280000
2020-08-09,13742.80,13714.90,13770.60,13631.30,21520000
2020-08-10,15666.20,15610.40,15666.20,15443.20,32010000
2020-08-12,21408.60,21297.10,21631.60,21185.60,35690000
2020-08-13,13659.10,13659.10,13714.90,13547.60,13270000
2020-08-14,13436.10,13659.10,13714.90,13324.60,26950000
2020-08-17,13547.60,13408.30,13547.60,13352.50,14790000
2020-08-18,13464.00,13603.40,13603.40,13436.10,90000
2020-08-19,13519.80,13491.90,13603.40,13436.10,16260000
2020-08-20,13436.10,13519.80,13575.50,13380.40,170000
2020-08-21,13575.50,13436.10,13603.40,13408.30,15670000
2020-08-24,13826.40,13659.10,13910.00,13603.40,24450000
2020-08-25,13687.00,13882.10,13965.80,13687.00,18820000
2020-08-26,13491.90,13659.10,13687.00,13491.90,28650000
2020-08-27,13547.60,13491.90,13575.50,13436.10,15450000
2020-08-28,13547.60,13659.10,13659.10,13519.80,20360000
2020-08-31,13687.00,13491.90,13826.40,13491.90,2340000
2020-09-01,10980.40,10797.40,11049.10,10797.40,9720000
2020-09-03,9539.30,9539.30,9859.50,9539.30,34890000
2020-09-04,8487.00,8601.30,8692.80,8487.00,15030000
2020-09-06,12398.70,12787.60,12810.50,12330.10,39370000
2020-09-07,12879.10,12856.30,12947.80,12787.60,15980000
2020-09-09,13659.10,13603.40,13910.00,13575.50,34450000
2020-09-10,15889.20,15722.00,16000.70,15610.40,16610000
2020-09-11,17561.80,17171.50,17561.80,17115.70,32140000
2020-09-12,21464.40,21464.40,21520.10,21241.40,26790000
2020-09-14,13714.90,13659.10,13798.50,13659.10,22330000
2020-09-15,13770.60,13798.50,13910.00,13742.80,15550000
2020-09-16,13770.60,13798.50,13826.40,13714.90,12090000
2020-09-17,14160.90,13798.50,14216.70,13770.60,46960000
2020-09-18,14328.20,14244.50,14328.20,14216.70,21890000
2020-09-21,14328.20,14439.70,14467.50,14272.40,20410000
2020-09-22,14244.50,14216.70,14328.20,14160.90,26830000
2020-09-23,14383.90,14300.30,14439.70,14244.50,22090000
2020-09-24,14300.30,14328.20,14439.70,14216.70,21820000
2020-09-25,14356.00,14383.90,14383.90,14216.70,17720000
2020-09-28,14718.40,14383.90,14718.40,14328.20,30840000
2020-09-29,14690.50,14746.30,14941.40,14690.50,32390000
2020-09-30,14718.40,14690.50,14802.10,14551.20,22790000
2020-10-01,11071.90,11026.20,11232.10,11003.30,21070000
2020-10-02,11140.60,10980.40,11277.80,10957.60,1010000
2020-10-03,9905.30,9379.10,9951.00,9379.10,17140000
2020-10-04,8601.30,8464.10,8692.80,8372.60,11710000
2020-10-06,12353.00,12353.00,12536.00,12192.90,20790000
2020-10-07,12696.10,12810.50,12924.90,12627.50,30450000
2020-10-08,13547.60,13631.30,13798.50,13547.60,24820000
2020-10-09,13687.00,13770.60,13854.30,13659.10,21250000
2020-10-11,17450.30,17896.30,17952.00,17450.30,36230000
2020-10-12,20962.60,21464.40,21520.10,20739.60,53360000
2020-10-13,15610.40,15722.00,15749.80,15554.70,18720000
2020-10-14,15805.60,15582.60,15805.60,15498.90,24990000
2020-10-15,16195.80,16725.50,16725.50,16195.80,53570000
2020-10-16,16223.70,16279.50,16446.70,16140.10,30390000
2020-10-19,16112.20,16251.60,16307.30,16084.30,1920000
2020-10-20,16363.10,16028.60,16363.10,16000.70,23380000
2020-10-21,16223.70,16418.80,16502.50,16168.00,18730000
2020-10-22,16502.50,16168.00,16502.50,16112.20,22940000
2020-10-23,17227.20,16614.00,17227.20,16530.40,51830000
2020-10-26,17171.50,17283.00,17840.50,17115.70,35730000
2020-10-27,17506.00,17060.00,17673.30,17032.10,44370000
2020-10-28,16948.50,17366.60,17645.40,16837.00,45040000
2020-10-29,17060.00,16697.60,17143.60,16697.60,36470000
2020-10-30,17032.10,17171.50,17227.20,16669.70,33410000
2020-11-02,10797.40,11186.30,11255.00,10728.80,26430000
2020-11-03,9402.00,9928.10,9973.90,9219.00,17960000
2020-11-05,10957.60,10843.20,11026.20,10660.20,15210000
2020-11-06,11666.70,12284.40,12421.60,11666.70,48170000
2020-11-08,13519.80,13603.40,13687.00,13436.10,16980000
2020-11-09,13631.30,13687.00,13742.80,13631.30,20490000
2020-11-11,17450.30,17450.30,17617.50,17366.60,25560000
2020-11-12,21631.60,21185.60,21631.60,21018.40,29210000
2020-11-13,17812.60,17561.80,17812.60,17533.90,21340000
2020-11-16,17979.90,18007.80,18258.70,17784.80,44820000
2020-11-17,18593.20,18119.30,18593.20,18063.50,28480000
2020-11-18,19290.10,18732.50,19290.10,18593.20,38810000
2020-11-19,19624.60,19345.80,19791.80,19206.40,46570000
2020-11-20,19903.30,19680.30,19903.30,19485.20,31840000
2020-11-23,20906.90,19903.30,21102.00,19791.80,41560000
2020-11-24,20906.90,21046.20,21464.40,20237.80,85880000
2020-11-25,19847.60,20516.60,20572.30,19624.60,97750000
2020-11-26,19568.80,19568.80,19736.10,19122.80,5820000
2020-11-27,20210.00,19513.10,20293.60,19513.10,28130000
2020-11-30,19791.80,20210.00,20293.60,19791.80,30640000
2020-12-02,10888.90,10751.70,11049.10,10728.80,20180000
2020-12-03,8807.20,8944.50,9058.90,8761.50,27460000
2020-12-05,10820.30,10820.30,10934.70,10705.90,22170000
2020-12-06,12124.20,11209.20,12124.20,11209.20,39760000
2020-12-08,13547.60,13547.60,13659.10,13436.10,15490000
2020-12-10,15749.80,15972.80,16028.60,15638.30,21510000
2020-12-11,17533.90,17450.30,17561.80,17422.40,17210000
2020-12-14,21882.50,21966.10,22021.90,21715.30,25420000
2020-12-15,21520.10,21771.00,21826.80,21464.40,34370000
2020-12-16,21631.60,21631.60,21938.30,21464.40,3040000
2020-12-17,20990.50,21408.60,21548.00,20990.50,53780000
2020-12-18,21520.10,21241.40,21603.70,21129.90,35020000
2020-12-21,21492.20,21743.10,21771.00,21380.70,27710000
2020-12-22,21938.30,21492.20,21994.00,21352.90,45720000
2020-12-23,22300.60,21994.00,22969.70,21966.10,49310000
2020-12-24,22272.80,22635.20,22746.70,21520.10,32480000
2020-12-25,22718.80,22300.60,22774.50,22021.90,39780000
2020-12-28,23164.80,23304.20,23387.80,22858.20,3690000
2020-12-29,23192.70,22997.50,23332.00,22886.00,23590000
2020-12-30,22802.40,23192.70,23192.70,22718.80,38450000
2020-12-31,23109.00,22802.40,23276.30,22690.90,20830000
2021-01-02,21380.70,21743.10,22217.00,21297.10,37420000
2021-01-03,25757.20,25785.10,25813.00,25534.20,38610000
2021-01-04,27039.50,26203.30,27039.50,26175.40,48580000
2021-01-06,42003.70,41322.60,42609.20,40868.50,43440000
2021-01-07,39960.30,39127.80,40036.00,39052.10,51570000
2021-01-09,37235.70,37084.40,37500.60,37008.70,19590000
2021-01-10,40414.40,40036.00,40641.50,39884.60,39620000
2021-01-11,42155.10,43214.70,43214.70,42155.10,58780000
2021-01-12,37084.40,37462.80,37462.80,37008.70,17970000
2021-01-13,24921.00,25199.70,25339.10,24753.70,28310000
2021-01-14,24781.60,24921.00,24921.00,24447.10,30760000
2021-01-15,24809.50,24698.00,25116.10,24698.00,25950000
2021-01-18,24865.20,24809.50,25004.60,24670.10,31790000
2021-01-19,23192.70,24865.20,24865.20,23136.90,45240000
2021-01-20,23248.40,23415.70,23945.30,22300.60,66540000
2021-01-21,24642.20,23889.60,24642.20,23304.20,36560000
2021-01-22,24335.60,24698.00,24921.00,24279.80,25970000
2021-01-25,24363.50,24112.60,25339.10,24028.90,58080000
2021-01-26,23582.90,24307.70,24307.70,23192.70,42290000
2021-01-27,22467.90,23081.20,23638.70,22021.90,49240000
2021-01-28,20906.90,20962.60,21771.00,20906.90,87640000
2021-01-29,21826.80,20628.10,22272.80,20628.10,70640000
2021-02-02,22579.40,21464.40,22579.40,21325.00,50090000
2021-02-03,26036.00,26091.80,26259.00,25757.20,41540000
2021-02-04,27346.20,27206.80,27485.50,27095.30,29270000
2021-02-06,40868.50,41625.30,42003.70,40111.70,520000
2021-02-07,39581.90,40111.70,40414.40,39506.20,39080000
2021-02-08,35759.90,35646.40,36251.90,35495.00,31470000
2021-02-11,42003.70,42003.70,42684.90,41776.70,33370000
2021-02-12,36781.60,37235.70,37273.60,36781.60,16680000
2021-02-17,24224.10,23666.60,24224.10,23582.90,42560000
2021-02-18,24447.10,24196.20,24530.70,23945.30,37460000
2021-02-19,24224.10,24140.40,24475.00,24028.90,29850000
2021-02-22,24196.20,24224.10,24753.70,23973.20,37490000
2021-02-23,24140.40,24084.70,24391.30,23945.30,31450000
2021-02-24,24307.70,24335.60,24753.70,24140.40,47880000
2021-02-25,24614.30,24530.70,24753.70,24335.60,38490000
2021-02-26,25422.70,24363.50,25478.50,24307.70,71830000
2021-03-02,23415.70,22969.70,23610.80,22858.20,61140000
2021-03-03,26091.80,25952.40,26231.10,25924.50,39070000
2021-03-06,41095.50,40868.50,41322.60,40111.70,48060000
2021-03-08,35759.90,35797.80,36062.70,35381.50,36790000
2021-03-11,42079.40,42533.50,42609.20,41852.40,38830000
2021-03-12,36100.50,36933.00,37197.90,36100.50,28190000
2021-03-15,25924.50,25980.20,26147.50,25868.70,20890000
2021-03-16,25701.50,25980.20,25980.20,25534.20,24740000
2021-03-17,25813.00,25729.40,25896.60,25673.60,2140000
2021-03-18,25980.20,26036.00,26063.90,25840.90,1960000
2021-03-19,26286.90,25980.20,26454.10,25980.20,32280000
2021-03-22,26063.90,26370.50,26454.10,26036.00,19390000
2021-03-23,25980.20,26008.10,26259.00,25868.70,21920000
2021-03-24,25339.10,25673.60,25840.90,25144.00,41510000
2021-03-25,25088.20,25478.50,25506.40,24976.70,34980000
2021-03-26,25757.20,25367.00,25757.20,25116.10,49330000
2021-03-29,25813.00,25924.50,25980.20,25729.40,23260000
2021-03-30,25896.60,25924.50,26063.90,25701.50,2340000
2021-03-31,26091.80,25896.60,26398.40,25840.90,28650000
2021-04-01,23582.90,23415.70,23973.20,23220.50,27790000
2021-04-02,23304.20,23415.70,23527.20,23164.80,39050000
2021-04-03,25590.00,26147.50,26147.50,25088.20,49070000
2021-04-05,33339.50,31945.70,33674.00,31778.40,57910000
2021-04-06,41246.90,41246.90,41852.40,41095.50,41180000
2021-04-08,35949.10,35987.00,36327.60,35759.90,31630000
2021-04-10,42003.70,40792.80,42306.50,40792.80,58960000
2021-04-11,42609.20,42079.40,43063.30,42079.40,1930000
2021-04-13,27931.60,28712.10,28712.10,27931.60,47310000
2021-04-14,29548.40,27931.60,29715.60,27820.10,50460000
2021-04-15,30384.60,29827.10,30496.10,29269.60,5630000
2021-04-16,30440.40,30161.60,31053.60,29827.10,4990000
2021-04-19,32224.40,30774.90,32224.40,30496.10,61090000
2021-04-20,31889.90,32335.90,32670.40,31220.90,66390000
2021-04-22,30663.40,31499.70,32280.20,30663.40,580000
2021-04-23,31443.90,30942.10,31443.90,30551.90,50010000
2021-04-26,30719.10,31499.70,31555.40,30663.40,44150000
2021-04-27,31388.20,30719.10,31443.90,30328.90,37370000
2021-04-28,31220.90,31388.20,31499.70,30942.10,27410000
2021-04-29,32391.70,31499.70,32726.20,31443.90,48930000
2021-05-01,23610.80,23304.20,23861.70,23248.40,3270000
2021-05-02,23694.40,23387.80,23805.90,23248.40,41020000
2021-05-03,25645.70,25450.60,25701.50,25144.00,37550000
2021-05-04,27485.50,27597.00,27652.80,27290.40,26990000
2021-05-05,33060.70,33451.00,33618.20,33060.70,42940000
2021-05-07,38749.40,39581.90,39581.90,38446.70,48190000
2021-05-08,36933.00,35911.30,37084.40,35835.60,38620000
2021-05-10,41852.40,42003.70,42306.50,41701.00,34540000
2021-05-11,42836.20,42609.20,43139.00,42155.10,25190000
2021-05-13,34287.20,34789.00,35123.50,34287.20,43270000
2021-05-14,34231.50,34566.00,34844.80,34008.50,55840000
2021-05-17,34510.20,34231.50,34789.00,33785.50,59680000
2021-05-18,35346.50,34844.80,35513.80,34844.80,6870000
2021-05-19,36851.80,35681.00,37186.30,35402.30,49860000
2021-05-20,37130.60,36907.60,37186.30,36517.30,37820000
2021-05-21,36573.10,36851.80,37019.10,36461.50,40280000
2021-05-24,36461.50,36573.10,36851.80,36238.50,4140000
2021-05-25,37576.60,36405.80,37799.60,36350.00,39820000
2021-05-26,37799.60,37576.60,37799.60,37465.10,27180000
2021-05-27,37242.10,37743.80,37799.60,36907.60,33630000
2021-05-28,37409.30,37409.30,37520.80,36907.60,52890000
2021-05-31,39884.60,39884.60,39884.60,39203.50,7840000
2021-06-01,23861.70,23694.40,24140.40,23582.90,3150000
2021-06-04,27541.30,27485.50,27624.90,27374.00,24630000
2021-06-05,33116.50,33060.70,33618.20,32781.90,37930000
2021-06-07,36327.60,38673.70,39506.20,36327.60,62680000
2021-06-08,36630.30,36781.60,37160.10,36554.60,26130000
2021-06-09,38749.40,37462.80,38900.80,37387.10,62530000
2021-06-10,42457.80,42230.80,42609.20,41928.10,3480000
2021-06-12,34624.70,35949.10,36289.70,34435.50,45020000
2021-06-14,40565.80,40490.10,41095.50,39960.30,37160000
2021-06-15,40263.00,40111.70,40565.80,39884.60,28220000
2021-06-16,39203.50,39960.30,40111.70,38976.40,37610000
2021-06-17,38900.80,38522.30,39279.20,38522.30,26280000
2021-06-18,39430.50,39279.20,40338.70,38900.80,37690000
2021-06-21,38749.40,39354.90,39733.30,38749.40,29390000
2021-06-22,39127.80,38976.40,39657.60,38749.40,240000
2021-06-23,38900.80,39052.10,39279.20,38673.70,24130000
2021-06-24,38295.30,38900.80,39127.80,38219.60,25980000
2021-06-25,38371.00,38371.00,38749.40,37689.80,34050000
2021-06-28,39657.60,38825.10,39733.30,38446.70,50910000
2021-06-29,39203.50,39733.30,39808.90,39127.80,25780000
2021-06-30,38976.40,39279.20,39506.20,38900.80,24570000
2021-07-01,23861.70,24056.80,24084.70,23555.10,38230000
2021-07-04,27569.20,27541.30,27652.80,27262.50,25290000
2021-07-05,33897.00,33005.00,34287.20,32949.20,51870000
2021-07-06,39884.60,41322.60,41625.30,39354.90,45050000
2021-07-07,37765.50,37084.40,37765.50,36214.00,52720000
2021-07-09,38371.00,39052.10,39354.90,38295.30,40620000
2021-07-10,42079.40,42684.90,42911.90,42003.70,3480000
2021-07-12,36024.80,35154.50,36024.80,34813.90,28520000
2021-07-13,34435.50,34435.50,34813.90,33716.50,33150000
2021-07-14,34057.10,34738.20,34813.90,33565.10,35660000
2021-07-15,35192.30,33754.40,35457.20,33754.40,37110000
2021-07-16,35381.50,35343.70,35911.30,35192.30,28930000
2021-07-19,33527.30,34549.00,34738.20,33300.30,51250000
2021-07-20,35797.80,34057.10,35797.80,33640.80,53260000
2021-07-21,35381.50,35949.10,36176.20,35268.00,27740000
2021-07-22,35722.10,35343.70,36100.50,35041.00,27940000
2021-07-23,34662.50,35419.40,35570.70,34662.50,37580000
2021-07-26,34511.20,34435.50,34889.60,33792.20,30530000
2021-07-27,34965.30,34813.90,35419.40,34586.90,23670000
2021-07-28,35343.70,35041.00,35646.40,34965.30,27580000
2021-07-29,35646.40,35532.90,36100.50,35419.40,42620000
2021-07-30,35797.80,35646.40,36024.80,35646.40,29920000
2021-08-01,23833.80,23917.40,24140.40,23750.20,35060000
2021-08-02,22802.40,23694.40,23750.20,22300.60,57770000
2021-08-03,25813.00,25980.20,26147.50,25645.70,3120000
2021-08-04,27513.40,27597.00,27652.80,27318.30,21010000
2021-08-06,37841.20,39581.90,40036.00,37841.20,50030000
2021-08-07,37084.40,37765.50,37916.90,36781.60,39820000
2021-08-09,38825.10,38371.00,39279.20,38143.90,42950000
2021-08-10,42155.10,42230.80,42533.50,41776.70,2820000
2021-08-11,42987.60,43063.30,43139.00,42533.50,27630000
2021-08-12,35722.10,36251.90,36251.90,35608.60,14440000
2021-08-13,36819.50,36630.30,36857.30,36100.50,33550000
2021-08-16,37425.00,37084.40,37462.80,37046.50,28890000
2021-08-17,38143.90,37576.30,38522.30,37538.50,59130000
2021-08-18,38143.90,38219.60,38522.30,37765.50,26210000
2021-08-19,38522.30,38295.30,38825.10,38143.90,35760000
2021-08-20,37084.40,38446.70,38598.00,36478.90,64130000
2021-08-23,35949.10,37084.40,37084.40,35949.10,42670000
2021-08-24,36138.30,36024.80,36516.80,35949.10,28510000
2021-08-25,36630.30,36289.70,36706.00,35873.50,21320000
2021-08-26,36100.50,36781.60,36781.60,35987.00,18020000
2021-08-27,36024.80,35949.10,36214.00,35381.50,31840000
2021-08-30,36857.30,36327.60,36895.20,36062.70,22110000
2021-08-31,37311.40,37084.40,37614.20,36933.00,33630000
2021-09-02,23304.20,22802.40,23359.90,22551.50,45920000
2021-09-03,25562.10,25645.70,25757.20,25116.10,28590000
2021-09-04,27624.90,27485.50,27820.10,27346.20,27420000
2021-09-06,38068.30,37765.50,38900.80,37084.40,53240000
2021-09-07,35797.80,36706.00,37160.10,34813.90,60960000
2021-09-08,37614.20,36403.20,37614.20,36289.70,39550000
2021-09-09,39279.20,39052.10,39657.60,38976.40,47730000
2021-09-11,42760.60,42987.60,43593.10,42684.90,32130000
2021-09-12,35646.40,35495.00,35797.80,35419.40,13420000
2021-09-13,38446.70,38976.40,38976.40,38371.00,3540000
2021-09-14,38068.30,38446.70,38598.00,37992.60,29160000
2021-09-15,39052.10,37916.90,39354.90,37765.50,33680000
2021-09-16,38825.10,39354.90,39581.90,38825.10,23380000
2021-09-17,39203.50,38900.80,39354.90,38825.10,31910000
2021-09-20,38825.10,39657.60,39657.60,38522.30,42030000
2021-09-21,38446.70,38295.30,38749.40,37992.60,3750000
2021-09-22,38522.30,38446.70,38673.70,38295.30,17090000
2021-09-23,38598.00,38825.10,39279.20,38522.30,23110000
2021-09-24,38446.70,38598.00,39127.80,38371.00,20650000
2021-09-27,38446.70,38900.80,39354.90,38446.70,37010000
2021-09-28,39808.90,38295.30,39884.60,38295.30,46290000
2021-09-29,40338.70,39884.60,40565.80,39808.90,45370000
2021-09-30,40036.00,40641.50,40641.50,39960.30,30090000
2021-10-03,25422.70,25562.10,25562.10,25171.80,27680000
2021-10-05,35123.50,33897.00,35290.80,33897.00,49420000
2021-10-06,39052.10,37992.60,39808.90,37841.20,38110000
2021-10-08,37387.10,37916.90,38219.60,37160.10,30310000
2021-10-09,38976.40,39354.90,39506.20,38900.80,22380000
2021-10-11,41852.40,42760.60,42836.20,41776.70,56390000
2021-10-12,35192.30,35608.60,35722.10,35116.60,25260000
2021-10-13,42987.60,43139.00,43441.70,42760.60,20260000
2021-10-14,42987.60,42987.60,43441.70,42911.90,25060000
2021-10-15,43366.00,43366.00,43668.70,43139.00,24080000
2021-10-18,43820.10,43593.10,44198.50,43517.40,26960000
2021-10-19,43290.30,43593.10,43895.80,43214.70,30840000
2021-10-20,43063.30,43441.70,43517.40,42230.80,45060000
2021-10-21,43290.30,43290.30,44047.20,42836.20,50950000
2021-10-22,42911.90,43441.70,43744.40,42911.90,2580000
